출발ID,출발지명,도착ID,도착지명,도보시간(분),거리(m)
P036,마카다,P050,햇오프커피,7,546
P036,마카다,P051,비화커피,5,406
P036,마카다,P052,오버랩,15,1025
P036,마카다,P053,주돈,14,1070
P036,마카다,P054,서울뒷고기막창,17,1109
P036,마카다,P055,옐라,17,1320
P036,마카다,P056,대호당,18,1402
P036,마카다,P057,사계돈,18,1336
P036,마카다,P058,황오바오,17,1283
P036,마카다,P059,시간의 여백,16,1179
P036,마카다,P060,리커피하우스,14,1036
P036,마카다,P061,로라커피,24,1778
P036,마카다,P062,소담루,21,1545
P036,마카다,P063,위주,20,1484
P036,마카다,P064,크루그,18,1324
P036,마카다,P065,나봉상점 경주점,18,1390
P036,마카다,P066,연화,24,1767
P036,마카다,P067,yesterday,31,2365
P036,마카다,P068,진수성찬,10,780
P036,마카다,P069,베이글베이글러,6,486
P036,마카다,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),14,1091
P036,마카다,P071,경주 교촌마을,10,765
P036,마카다,P072,경주 황리단길,6,474
P036,마카다,P073,경주 계림,17,1293
P036,마카다,P074,월정교,14,1083
P036,마카다,P075,경주읍성,24,1826
P036,마카다,P076,경주 첨성대,13,1030
P037,황리단 치킨,P038,담요 따뜻한 손길,6,437
P037,황리단 치킨,P039,스컹크웍스,4,298
P037,황리단 치킨,P040,굿즈,6,466
P037,황리단 치킨,P041,샬로우커피 황리단길점,3,204
P037,황리단 치킨,P042,데어벤치,6,493
P037,황리단 치킨,P043,스위피,7,530
P037,황리단 치킨,P044,아르떼,7,506
P037,황리단 치킨,P045,키도트,4,277
P037,황리단 치킨,P046,후프후프,4,336
P037,황리단 치킨,P047,올리브,2,129
P037,황리단 치킨,P048,양지다방,1,88
P037,황리단 치킨,P049,미실카페,3,192
P037,황리단 치킨,P050,햇오프커피,2,152
P037,황리단 치킨,P051,비화커피,1,105
P037,황리단 치킨,P052,오버랩,10,617
P037,황리단 치킨,P053,주돈,10,744
P037,황리단 치킨,P054,서울뒷고기막창,11,701
P037,황리단 치킨,P055,옐라,13,994
P037,황리단 치킨,P056,대호당,14,1076
P037,황리단 치킨,P057,사계돈,14,1010
P037,황리단 치킨,P058,황오바오,13,957
P037,황리단 치킨,P059,시간의 여백,11,853
P037,황리단 치킨,P060,리커피하우스,10,710
P037,황리단 치킨,P061,로라커피,20,1452
P037,황리단 치킨,P062,소담루,17,1218
P037,황리단 치킨,P063,위주,16,1158
P037,황리단 치킨,P064,크루그,14,998
P037,황리단 치킨,P065,나봉상점 경주점,14,1064
P037,황리단 치킨,P066,연화,20,1441
P037,황리단 치킨,P067,yesterday,28,2094
P037,황리단 치킨,P068,진수성찬,15,1178
P037,황리단 치킨,P069,베이글베이글러,11,884
P037,황리단 치킨,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),16,1279
P037,황리단 치킨,P071,경주 교촌마을,15,1164
P037,황리단 치킨,P072,경주 황리단길,2,148
P037,황리단 치킨,P073,경주 계림,18,1367
P037,황리단 치킨,P074,월정교,19,1481
P037,황리단 치킨,P075,경주읍성,20,1499
P037,황리단 치킨,P076,경주 첨성대,15,1104
P038,담요 따뜻한 손길,P039,스컹크웍스,5,366
P038,담요 따뜻한 손길,P040,굿즈,7,518
P038,담요 따뜻한 손길,P041,샬로우커피 황리단길점,6,474
P038,담요 따뜻한 손길,P042,데어벤치,7,582
P038,담요 따뜻한 손길,P043,스위피,6,446
P038,담요 따뜻한 손길,P044,아르떼,7,568
P038,담요 따뜻한 손길,P045,키도트,9,736
P038,담요 따뜻한 손길,P046,후프후프,11,832
P038,담요 따뜻한 손길,P047,올리브,7,574
P038,담요 따뜻한 손길,P048,양지다방,7,533
P038,담요 따뜻한 손길,P049,미실카페,8,638
P038,담요 따뜻한 손길,P050,햇오프커피,6,473
P038,담요 따뜻한 손길,P051,비화커피,4,332
P038,담요 따뜻한 손길,P052,오버랩,14,920
P038,담요 따뜻한 손길,P053,주돈,15,1135
P038,담요 따뜻한 손길,P054,서울뒷고기막창,15,1004
P038,담요 따뜻한 손길,P055,옐라,18,1385
P038,담요 따뜻한 손길,P056,대호당,19,1467
P038,담요 따뜻한 손길,P057,사계돈,18,1400
P038,담요 따뜻한 손길,P058,황오바오,18,1348
P038,담요 따뜻한 손길,P059,시간의 여백,16,1244
P038,담요 따뜻한 손길,P060,리커피하우스,15,1101
P038,담요 따뜻한 손길,P061,로라커피,25,1843
P038,담요 따뜻한 손길,P062,소담루,27,1871
P038,담요 따뜻한 손길,P063,위주,25,1736
P038,담요 따뜻한 손길,P064,크루그,23,1627
P038,담요 따뜻한 손길,P065,나봉상점 경주점,19,1455
P038,담요 따뜻한 손길,P066,연화,25,1832
P038,담요 따뜻한 손길,P067,yesterday,32,2475
P038,담요 따뜻한 손길,P068,진수성찬,12,890
P038,담요 따뜻한 손길,P069,베이글베이글러,8,596
P038,담요 따뜻한 손길,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),15,1201
P038,담요 따뜻한 손길,P071,경주 교촌마을,11,875
P038,담요 따뜻한 손길,P072,경주 황리단길,7,539
P038,담요 따뜻한 손길,P073,경주 계림,19,1403
P038,담요 따뜻한 손길,P074,월정교,15,1193
P038,담요 따뜻한 손길,P075,경주읍성,25,1890
P038,담요 따뜻한 손길,P076,경주 첨성대,15,1140
P039,스컹크웍스,P040,굿즈,2,188
P039,스컹크웍스,P041,샬로우커피 황리단길점,3,209
P039,스컹크웍스,P042,데어벤치,3,261
P039,스컹크웍스,P043,스위피,3,252
P039,스컹크웍스,P044,아르떼,3,238
P039,스컹크웍스,P045,키도트,6,470
P039,스컹크웍스,P046,후프후프,7,516
P039,스컹크웍스,P047,올리브,4,309
P039,스컹크웍스,P048,양지다방,3,268
P039,스컹크웍스,P049,미실카페,5,372
P039,스컹크웍스,P050,햇오프커피,5,346
P039,스컹크웍스,P051,비화커피,3,213
P039,스컹크웍스,P052,오버랩,12,811
P039,스컹크웍스,P053,주돈,12,870
P039,스컹크웍스,P054,서울뒷고기막창,13,895
P039,스컹크웍스,P055,옐라,15,1120
P039,스컹크웍스,P056,대호당,16,1202
P039,스컹크웍스,P057,사계돈,15,1135
P039,스컹크웍스,P058,황오바오,14,1083
P039,스컹크웍스,P059,시간의 여백,13,979
P039,스컹크웍스,P060,리커피하우스,11,836
P039,스컹크웍스,P061,로라커피,21,1578
P039,스컹크웍스,P062,소담루,18,1344
P039,스컹크웍스,P063,위주,17,1284
P039,스컹크웍스,P064,크루그,15,1124
P039,스컹크웍스,P065,나봉상점 경주점,16,1190
P039,스컹크웍스,P066,연화,22,1567
P039,스컹크웍스,P067,yesterday,30,2219
P039,스컹크웍스,P068,진수성찬,12,934
P039,스컹크웍스,P069,베이글베이글러,8,640
P039,스컹크웍스,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),13,1035
P039,스컹크웍스,P071,경주 교촌마을,12,920
P039,스컹크웍스,P072,경주 황리단길,4,274
P039,스컹크웍스,P073,경주 계림,16,1237
P039,스컹크웍스,P074,월정교,16,1237
P039,스컹크웍스,P075,경주읍성,22,1625
P039,스컹크웍스,P076,경주 첨성대,13,974
P040,굿즈,P041,샬로우커피 황리단길점,5,376
P040,굿즈,P042,데어벤치,1,73
P040,굿즈,P043,스위피,3,202
P040,굿즈,P044,아르떼,1,50
P040,굿즈,P045,키도트,8,625
P040,굿즈,P046,후프후프,9,684
P040,굿즈,P047,올리브,6,477
P040,굿즈,P048,양지다방,6,435
P040,굿즈,P049,미실카페,7,540
P040,굿즈,P050,햇오프커피,7,514
P040,굿즈,P051,비화커피,5,401
P040,굿즈,P052,오버랩,14,979
P040,굿즈,P053,주돈,14,1037
P040,굿즈,P054,서울뒷고기막창,15,1063
P040,굿즈,P055,옐라,17,1287
P040,굿즈,P056,대호당,18,1369
P040,굿즈,P057,사계돈,17,1303
P040,굿즈,P058,황오바오,16,1250
P040,굿즈,P059,시간의 여백,15,1146
P040,굿즈,P060,리커피하우스,13,1004
P040,굿즈,P061,로라커피,23,1746
P040,굿즈,P062,소담루,20,1512
P040,굿즈,P063,위주,19,1451
P040,굿즈,P064,크루그,17,1291
P040,굿즈,P065,나봉상점 경주점,18,1357
P040,굿즈,P066,연화,24,1735
P040,굿즈,P067,yesterday,28,2133
P040,굿즈,P068,진수성찬,10,758
P040,굿즈,P069,베이글베이글러,6,464
P040,굿즈,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),11,859
P040,굿즈,P071,경주 교촌마을,10,744
P040,굿즈,P072,경주 황리단길,6,442
P040,굿즈,P073,경주 계림,14,1061
P040,굿즈,P074,월정교,14,1061
P040,굿즈,P075,경주읍성,24,1793
P040,굿즈,P076,경주 첨성대,11,798
P041,샬로우커피 황리단길점,P042,데어벤치,5,403
P041,샬로우커피 황리단길점,P043,스위피,6,441
P041,샬로우커피 황리단길점,P044,아르떼,5,416
P041,샬로우커피 황리단길점,P045,키도트,4,325
P041,샬로우커피 황리단길점,P046,후프후프,6,444
P041,샬로우커피 황리단길점,P047,올리브,2,177
P041,샬로우커피 황리단길점,P048,양지다방,2,139
P041,샬로우커피 황리단길점,P049,미실카페,3,241
P041,샬로우커피 황리단길점,P050,햇오프커피,3,251
P041,샬로우커피 황리단길점,P051,비화커피,3,204
P041,샬로우커피 황리단길점,P052,오버랩,11,716
P041,샬로우커피 황리단길점,P053,주돈,10,724
P041,샬로우커피 황리단길점,P054,서울뒷고기막창,11,841
P041,샬로우커피 황리단길점,P055,옐라,13,975
P041,샬로우커피 황리단길점,P056,대호당,14,1056
P041,샬로우커피 황리단길점,P057,사계돈,13,990
P041,샬로우커피 황리단길점,P058,황오바오,13,938
P041,샬로우커피 황리단길점,P059,시간의 여백,11,834
P041,샬로우커피 황리단길점,P060,리커피하우스,9,691
P041,샬로우커피 황리단길점,P061,로라커피,19,1433
P041,샬로우커피 황리단길점,P062,소담루,16,1199
P041,샬로우커피 황리단길점,P063,위주,16,1138
P041,샬로우커피 황리단길점,P064,크루그,13,978
P041,샬로우커피 황리단길점,P065,나봉상점 경주점,14,1044
P041,샬로우커피 황리단길점,P066,연화,20,1422
P041,샬로우커피 황리단길점,P067,yesterday,28,2074
P041,샬로우커피 황리단길점,P068,진수성찬,14,1088
P041,샬로우커피 황리단길점,P069,베이글베이글러,10,794
P041,샬로우커피 황리단길점,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),15,1189
P041,샬로우커피 황리단길점,P071,경주 교촌마을,14,1074
P041,샬로우커피 황리단길점,P072,경주 황리단길,2,129
P041,샬로우커피 황리단길점,P073,경주 계림,17,1278
P041,샬로우커피 황리단길점,P074,월정교,18,1391
P041,샬로우커피 황리단길점,P075,경주읍성,20,1480
P041,샬로우커피 황리단길점,P076,경주 첨성대,14,1014
P042,데어벤치,P043,스위피,2,168
P042,데어벤치,P044,아르떼,0,23
P042,데어벤치,P045,키도트,8,652
P042,데어벤치,P046,후프후프,9,710
P042,데어벤치,P047,올리브,6,503
P042,데어벤치,P048,양지다방,6,462
P042,데어벤치,P049,미실카페,7,567
P042,데어벤치,P050,햇오프커피,7,541
P042,데어벤치,P051,비화커피,6,493
P042,데어벤치,P052,오버랩,15,1006
P042,데어벤치,P053,주돈,14,1064
P042,데어벤치,P054,서울뒷고기막창,16,1089
P042,데어벤치,P055,옐라,17,1314
P042,데어벤치,P056,대호당,18,1396
P042,데어벤치,P057,사계돈,18,1330
P042,데어벤치,P058,황오바오,17,1277
P042,데어벤치,P059,시간의 여백,15,1173
P042,데어벤치,P060,리커피하우스,14,1030
P042,데어벤치,P061,로라커피,24,1773
P042,데어벤치,P062,소담루,21,1539
P042,데어벤치,P063,위주,20,1478
P042,데어벤치,P064,크루그,18,1318
P042,데어벤치,P065,나봉상점 경주점,18,1384
P042,데어벤치,P066,연화,22,1672
P042,데어벤치,P067,yesterday,27,2060
P042,데어벤치,P068,진수성찬,9,685
P042,데어벤치,P069,베이글베이글러,5,391
P042,데어벤치,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),10,786
P042,데어벤치,P071,경주 교촌마을,9,671
P042,데어벤치,P072,경주 황리단길,6,468
P042,데어벤치,P073,경주 계림,13,988
P042,데어벤치,P074,월정교,13,988
P042,데어벤치,P075,경주읍성,24,1820
P042,데어벤치,P076,경주 첨성대,10,725
P043,스위피,P044,아르떼,2,192
P043,스위피,P045,키도트,9,689
P043,스위피,P046,후프후프,10,748
P043,스위피,P047,올리브,7,541
P043,스위피,P048,양지다방,6,500
P043,스위피,P049,미실카페,8,604
P043,스위피,P050,햇오프커피,8,578
P043,스위피,P051,비화커피,6,469
P043,스위피,P052,오버랩,16,1070
P043,스위피,P053,주돈,15,1101
P043,스위피,P054,서울뒷고기막창,17,1154
P043,스위피,P055,옐라,18,1409
P043,스위피,P056,대호당,19,1491
P043,스위피,P057,사계돈,18,1425
P043,스위피,P058,황오바오,17,1372
P043,스위피,P059,시간의 여백,16,1211
P043,스위피,P060,리커피하우스,14,1068
P043,스위피,P061,로라커피,24,1810
P043,스위피,P062,소담루,21,1576
P043,스위피,P063,위주,20,1515
P043,스위피,P064,크루그,18,1356
P043,스위피,P065,나봉상점 경주점,19,1479
P043,스위피,P066,연화,22,1668
P043,스위피,P067,yesterday,27,2057
P043,스위피,P068,진수성찬,9,682
P043,스위피,P069,베이글베이글러,5,388
P043,스위피,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),10,782
P043,스위피,P071,경주 교촌마을,9,667
P043,스위피,P072,경주 황리단길,6,506
P043,스위피,P073,경주 계림,13,985
P043,스위피,P074,월정교,13,985
P043,스위피,P075,경주읍성,25,1857
P043,스위피,P076,경주 첨성대,10,721
P044,아르떼,P045,키도트,9,665
P044,아르떼,P046,후프후프,9,723
P044,아르떼,P047,올리브,7,516
P044,아르떼,P048,양지다방,6,475
P044,아르떼,P049,미실카페,7,580
P044,아르떼,P050,햇오프커피,7,554
P044,아르떼,P051,비화커피,6,451
P044,아르떼,P052,오버랩,15,1019
P044,아르떼,P053,주돈,14,1077
P044,아르떼,P054,서울뒷고기막창,16,1102
P044,아르떼,P055,옐라,18,1327
P044,아르떼,P056,대호당,19,1409
P044,아르떼,P057,사계돈,18,1343
P044,아르떼,P058,황오바오,17,1290
P044,아르떼,P059,시간의 여백,16,1186
P044,아르떼,P060,리커피하우스,14,1044
P044,아르떼,P061,로라커피,24,1786
P044,아르떼,P062,소담루,21,1552
P044,아르떼,P063,위주,20,1491
P044,아르떼,P064,크루그,18,1331
P044,아르떼,P065,나봉상점 경주점,18,1397
P044,아르떼,P066,연화,22,1567
P044,아르떼,P067,yesterday,27,2083
P044,아르떼,P068,진수성찬,9,708
P044,아르떼,P069,베이글베이글러,5,414
P044,아르떼,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),10,809
P044,아르떼,P071,경주 교촌마을,9,694
P044,아르떼,P072,경주 황리단길,6,481
P044,아르떼,P073,경주 계림,14,1011
P044,아르떼,P074,월정교,13,1011
P044,아르떼,P075,경주읍성,25,1833
P044,아르떼,P076,경주 첨성대,10,748
P045,키도트,P046,후프후프,2,126
P045,키도트,P047,올리브,2,193
P045,키도트,P048,양지다방,2,190
P045,키도트,P049,미실카페,1,112
P045,키도트,P050,햇오프커피,4,278
P045,키도트,P051,비화커피,5,400
P045,키도트,P052,오버랩,8,453
P045,키도트,P053,주돈,7,482
P045,키도트,P054,서울뒷고기막창,7,524
P045,키도트,P055,옐라,10,732
P045,키도트,P056,대호당,11,814
P045,키도트,P057,사계돈,10,748
P045,키도트,P058,황오바오,9,695
P045,키도트,P059,시간의 여백,8,591
P045,키도트,P060,리커피하우스,6,448
P045,키도트,P061,로라커피,16,1190
P045,키도트,P062,소담루,13,957
P045,키도트,P063,위주,12,896
P045,키도트,P064,크루그,10,736
P045,키도트,P065,나봉상점 경주점,11,802
P045,키도트,P066,연화,17,1179
P045,키도트,P067,yesterday,25,1832
P045,키도트,P068,진수성찬,17,1337
P045,키도트,P069,베이글베이글러,13,1043
P045,키도트,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1424
P045,키도트,P071,경주 교촌마을,17,1322
P045,키도트,P072,경주 황리단길,3,231
P045,키도트,P073,경주 계림,20,1626
P045,키도트,P074,월정교,21,1640
P045,키도트,P075,경주읍성,17,1238
P045,키도트,P076,경주 첨성대,17,1362
P046,후프후프,P047,올리브,3,251
P046,후프후프,P048,양지다방,3,248
P046,후프후프,P049,미실카페,2,170
P046,후프후프,P050,햇오프커피,5,401
P046,후프후프,P051,비화커피,6,518
P046,후프후프,P052,오버랩,6,336
P046,후프후프,P053,주돈,7,489
P046,후프후프,P054,서울뒷고기막창,6,411
P046,후프후프,P055,옐라,11,754
P046,후프후프,P056,대호당,12,836
P046,후프후프,P057,사계돈,11,770
P046,후프후프,P058,황오바오,10,717
P046,후프후프,P059,시간의 여백,8,598
P046,후프후프,P060,리커피하우스,6,455
P046,후프후프,P061,로라커피,17,1213
P046,후프후프,P062,소담루,13,964
P046,후프후프,P063,위주,12,903
P046,후프후프,P064,크루그,10,743
P046,후프후프,P065,나봉상점 경주점,11,824
P046,후프후프,P066,연화,18,1202
P046,후프후프,P067,yesterday,26,1854
P046,후프후프,P068,진수성찬,18,1395
P046,후프후프,P069,베이글베이글러,14,1102
P046,후프후프,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),18,1460
P046,후프후프,P071,경주 교촌마을,18,1381
P046,후프후프,P072,경주 황리단길,4,351
P046,후프후프,P073,경주 계림,21,1662
P046,후프후프,P074,월정교,22,1698
P046,후프후프,P075,경주읍성,18,1260
P046,후프후프,P076,경주 첨성대,18,1399
P047,올리브,P048,양지다방,1,41
P047,올리브,P049,미실카페,1,108
P047,올리브,P050,햇오프커피,1,85
P047,올리브,P051,비화커피,3,251
P047,올리브,P052,오버랩,9,532
P047,올리브,P053,주돈,9,667
P047,올리브,P054,서울뒷고기막창,9,649
P047,올리브,P055,옐라,12,917
P047,올리브,P056,대호당,13,999
P047,올리브,P057,사계돈,12,932
P047,올리브,P058,황오바오,12,880
P047,올리브,P059,시간의 여백,10,776
P047,올리브,P060,리커피하우스,9,633
P047,올리브,P061,로라커피,19,1375
P047,올리브,P062,소담루,16,1141
P047,올리브,P063,위주,15,1081
P047,올리브,P064,크루그,13,921
P047,올리브,P065,나봉상점 경주점,13,987
P047,올리브,P066,연화,19,1364
P047,올리브,P067,yesterday,27,2016
P047,올리브,P068,진수성찬,15,1188
P047,올리브,P069,베이글베이글러,11,895
P047,올리브,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1289
P047,올리브,P071,경주 교촌마을,15,1174
P047,올리브,P072,경주 황리단길,1,83
P047,올리브,P073,경주 계림,18,1378
P047,올리브,P074,월정교,19,1492
P047,올리브,P075,경주읍성,19,1422
P047,올리브,P076,경주 첨성대,15,1114
P048,양지다방,P049,미실카페,1,105
P048,양지다방,P050,햇오프커피,2,126
P048,양지다방,P051,비화커피,3,210
P048,양지다방,P052,오버랩,9,575
P048,양지다방,P053,주돈,9,671
P048,양지다방,P054,서울뒷고기막창,9,645
P048,양지다방,P055,옐라,12,922
P048,양지다방,P056,대호당,13,1003
P048,양지다방,P057,사계돈,12,937
P048,양지다방,P058,황오바오,12,885
P048,양지다방,P059,시간의 여백,10,780
P048,양지다방,P060,리커피하우스,9,638
P048,양지다방,P061,로라커피,19,1380
P048,양지다방,P062,소담루,16,1146
P048,양지다방,P063,위주,15,1085
P048,양지다방,P064,크루그,13,926
P048,양지다방,P065,나봉상점 경주점,13,991
P048,양지다방,P066,연화,19,1369
P048,양지다방,P067,yesterday,27,2021
P048,양지다방,P068,진수성찬,15,1147
P048,양지다방,P069,베이글베이글러,11,853
P048,양지다방,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),16,1248
P048,양지다방,P071,경주 교촌마을,15,1133
P048,양지다방,P072,경주 황리단길,1,76
P048,양지다방,P073,경주 계림,18,1336
P048,양지다방,P074,월정교,19,1450
P048,양지다방,P075,경주읍성,19,1427
P048,양지다방,P076,경주 첨성대,14,1073
P049,미실카페,P050,햇오프커피,3,193
P049,미실카페,P051,비화커피,4,315
P049,미실카페,P052,오버랩,8,497
P049,미실카페,P053,주돈,8,593
P049,미실카페,P054,서울뒷고기막창,8,568
P049,미실카페,P055,옐라,11,844
P049,미실카페,P056,대호당,12,926
P049,미실카페,P057,사계돈,12,859
P049,미실카페,P058,황오바오,11,807
P049,미실카페,P059,시간의 여백,9,703
P049,미실카페,P060,리커피하우스,8,560
P049,미실카페,P061,로라커피,18,1302
P049,미실카페,P062,소담루,15,1068
P049,미실카페,P063,위주,14,1007
P049,미실카페,P064,크루그,12,848
P049,미실카페,P065,나봉상점 경주점,12,913
P049,미실카페,P066,연화,18,1291
P049,미실카페,P067,yesterday,26,1943
P049,미실카페,P068,진수성찬,16,1252
P049,미실카페,P069,베이글베이글러,12,958
P049,미실카페,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1353
P049,미실카페,P071,경주 교촌마을,16,1238
P049,미실카페,P072,경주 황리단길,2,147
P049,미실카페,P073,경주 계림,22,1738
P049,미실카페,P074,월정교,20,1555
P049,미실카페,P075,경주읍성,18,1349
P049,미실카페,P076,경주 첨성대,18,1474
P050,햇오프커피,P051,비화커피,2,141
P050,햇오프커피,P052,오버랩,8,490
P050,햇오프커피,P053,주돈,10,752
P050,햇오프커피,P054,서울뒷고기막창,9,573
P050,햇오프커피,P055,옐라,14,1002
P050,햇오프커피,P056,대호당,15,1084
P050,햇오프커피,P057,사계돈,14,1017
P050,햇오프커피,P058,황오바오,13,965
P050,햇오프커피,P059,시간의 여백,12,861
P050,햇오프커피,P060,리커피하우스,10,718
P050,햇오프커피,P061,로라커피,20,1460
P050,햇오프커피,P062,소담루,17,1226
P050,햇오프커피,P063,위주,19,1306
P050,햇오프커피,P064,크루그,14,1006
P050,햇오프커피,P065,나봉상점 경주점,14,1072
P050,햇오프커피,P066,연화,20,1449
P050,햇오프커피,P067,yesterday,29,2101
P050,햇오프커피,P068,진수성찬,16,1226
P050,햇오프커피,P069,베이글베이글러,12,932
P050,햇오프커피,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),17,1326
P050,햇오프커피,P071,경주 교촌마을,16,1211
P050,햇오프커피,P072,경주 황리단길,2,168
P050,햇오프커피,P073,경주 계림,19,1415
P050,햇오프커피,P074,월정교,20,1529
P050,햇오프커피,P075,경주읍성,21,1507
P050,햇오프커피,P076,경주 첨성대,15,1152
P051,비화커피,P052,오버랩,9,606
P051,비화커피,P053,주돈,12,864
P051,비화커피,P054,서울뒷고기막창,10,690
P051,비화커피,P055,옐라,15,1115
P051,비화커피,P056,대호당,16,1196
P051,비화커피,P057,사계돈,15,1130
P051,비화커피,P058,황오바오,14,1078
P051,비화커피,P059,시간의 여백,13,974
P051,비화커피,P060,리커피하우스,11,831
P051,비화커피,P061,로라커피,21,1573
P051,비화커피,P062,소담루,18,1339
P051,비화커피,P063,위주,20,1422
P051,비화커피,P064,크루그,19,1313
P051,비화커피,P065,나봉상점 경주점,16,1184
P051,비화커피,P066,연화,22,1562
P051,비화커피,P067,yesterday,30,2214
P051,비화커피,P068,진수성찬,15,1150
P051,비화커피,P069,베이글베이글러,11,856
P051,비화커피,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),16,1251
P051,비화커피,P071,경주 교촌마을,15,1136
P051,비화커피,P072,경주 황리단길,3,269
P051,비화커피,P073,경주 계림,19,1454
P051,비화커피,P074,월정교,19,1453
P051,비화커피,P075,경주읍성,22,1620
P051,비화커피,P076,경주 첨성대,16,1190
P052,오버랩,P053,주돈,9,676
P052,오버랩,P054,서울뒷고기막창,1,84
P052,오버랩,P055,옐라,15,1033
P052,오버랩,P056,대호당,16,1115
P052,오버랩,P057,사계돈,15,1049
P052,오버랩,P058,황오바오,14,996
P052,오버랩,P059,시간의 여백,10,690
P052,오버랩,P060,리커피하우스,9,643
P052,오버랩,P061,로라커피,20,1451
P052,오버랩,P062,소담루,15,1100
P052,오버랩,P063,위주,14,965
P052,오버랩,P064,크루그,12,856
P052,오버랩,P065,나봉상점 경주점,16,1103
P052,오버랩,P066,연화,22,1480
P052,오버랩,P067,yesterday,30,2133
P052,오버랩,P068,진수성찬,23,1691
P052,오버랩,P069,베이글베이글러,20,1397
P052,오버랩,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),24,1760
P052,오버랩,P071,경주 교촌마을,23,1676
P052,오버랩,P072,경주 황리단길,10,686
P052,오버랩,P073,경주 계림,27,1977
P052,오버랩,P074,월정교,27,1994
P052,오버랩,P075,경주읍성,21,1498
P052,오버랩,P076,경주 첨성대,23,1714
P053,주돈,P054,서울뒷고기막창,8,592
P053,주돈,P055,옐라,7,513
P053,주돈,P056,대호당,6,486
P053,주돈,P057,사계돈,7,546
P053,주돈,P058,황오바오,7,537
P053,주돈,P059,시간의 여백,2,133
P053,주돈,P060,리커피하우스,1,97
P053,주돈,P061,로라커피,11,809
P053,주돈,P062,소담루,7,498
P053,주돈,P063,위주,6,438
P053,주돈,P064,크루그,4,278
P053,주돈,P065,나봉상점 경주점,8,601
P053,주돈,P066,연화,13,972
P053,주돈,P067,yesterday,21,1624
P053,주돈,P068,진수성찬,23,1749
P053,주돈,P069,베이글베이글러,19,1455
P053,주돈,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),19,1459
P053,주돈,P071,경주 교촌마을,23,1735
P053,주돈,P072,경주 황리단길,9,630
P053,주돈,P073,경주 계림,23,1810
P053,주돈,P074,월정교,27,2052
P053,주돈,P075,경주읍성,11,856
P053,주돈,P076,경주 첨성대,20,1547
P054,서울뒷고기막창,P055,옐라,15,1103
P054,서울뒷고기막창,P056,대호당,14,1056
P054,서울뒷고기막창,P057,사계돈,15,1119
P054,서울뒷고기막창,P058,황오바오,14,1066
P054,서울뒷고기막창,P059,시간의 여백,8,606
P054,서울뒷고기막창,P060,리커피하우스,7,559
P054,서울뒷고기막창,P061,로라커피,19,1368
P054,서울뒷고기막창,P062,소담루,14,1016
P054,서울뒷고기막창,P063,위주,13,882
P054,서울뒷고기막창,P064,크루그,11,772
P054,서울뒷고기막창,P065,나봉상점 경주점,16,1173
P054,서울뒷고기막창,P066,연화,22,1551
P054,서울뒷고기막창,P067,yesterday,30,2203
P054,서울뒷고기막창,P068,진수성찬,24,1774
P054,서울뒷고기막창,P069,베이글베이글러,21,1481
P054,서울뒷고기막창,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),24,1831
P054,서울뒷고기막창,P071,경주 교촌마을,24,1760
P054,서울뒷고기막창,P072,경주 황리단길,10,747
P054,서울뒷고기막창,P073,경주 계림,27,2047
P054,서울뒷고기막창,P074,월정교,28,2078
P054,서울뒷고기막창,P075,경주읍성,20,1415
P054,서울뒷고기막창,P076,경주 첨성대,23,1784
P055,옐라,P056,대호당,1,82
P055,옐라,P057,사계돈,2,148
P055,옐라,P058,황오바오,2,139
P055,옐라,P059,시간의 여백,7,529
P055,옐라,P060,리커피하우스,6,433
P055,옐라,P061,로라커피,8,611
P055,옐라,P062,소담루,12,881
P055,옐라,P063,위주,11,821
P055,옐라,P064,크루그,9,661
P055,옐라,P065,나봉상점 경주점,3,203
P055,옐라,P066,연화,8,574
P055,옐라,P067,yesterday,16,1226
P055,옐라,P068,진수성찬,21,1680
P055,옐라,P069,베이글베이글러,18,1460
P055,옐라,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),14,1061
P055,옐라,P071,경주 교촌마을,21,1666
P055,옐라,P072,경주 황리단길,12,881
P055,옐라,P073,경주 계림,19,1479
P055,옐라,P074,월정교,25,1983
P055,옐라,P075,경주읍성,9,658
P055,옐라,P076,경주 첨성대,16,1215
P056,대호당,P057,사계돈,3,228
P056,대호당,P058,황오바오,3,218
