출발ID,출발지명,도착ID,도착지명,도보시간(분),거리(m)
P056,대호당,P059,시간의 여백,6,450
P056,대호당,P060,리커피하우스,7,515
P056,대호당,P061,로라커피,7,531
P056,대호당,P062,소담루,11,802
P056,대호당,P063,위주,10,741
P056,대호당,P064,크루그,8,582
P056,대호당,P065,나봉상점 경주점,4,282
P056,대호당,P066,연화,9,627
P056,대호당,P067,yesterday,17,1279
P056,대호당,P068,진수성찬,22,1762
P056,대호당,P069,베이글베이글러,20,1542
P056,대호당,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),15,1143
P056,대호당,P071,경주 교촌마을,22,1747
P056,대호당,P072,경주 황리단길,13,962
P056,대호당,P073,경주 계림,20,1561
P056,대호당,P074,월정교,26,2065
P056,대호당,P075,경주읍성,8,578
P056,대호당,P076,경주 첨성대,17,1297
P057,사계돈,P058,황오바오,1,52
P057,사계돈,P059,시간의 여백,9,673
P057,사계돈,P060,리커피하우스,6,467
P057,사계돈,P061,로라커피,9,710
P057,사계돈,P062,소담루,14,1036
P057,사계돈,P063,위주,13,975
P057,사계돈,P064,크루그,11,815
P057,사계돈,P065,나봉상점 경주점,1,54
P057,사계돈,P066,연화,6,425
P057,사계돈,P067,yesterday,14,1078
P057,사계돈,P068,진수성찬,22,1695
P057,사계돈,P069,베이글베이글러,19,1475
P057,사계돈,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),12,971
P057,사계돈,P071,경주 교촌마을,21,1681
P057,사계돈,P072,경주 황리단길,12,896
P057,사계돈,P073,경주 계림,19,1494
P057,사계돈,P074,월정교,25,1998
P057,사계돈,P075,경주읍성,10,757
P057,사계돈,P076,경주 첨성대,16,1231
P058,황오바오,P059,시간의 여백,9,668
P058,황오바오,P060,리커피하우스,6,458
P058,황오바오,P061,로라커피,9,701
P058,황오바오,P062,소담루,14,1026
P058,황오바오,P063,위주,13,966
P058,황오바오,P064,크루그,11,806
P058,황오바오,P065,나봉상점 경주점,1,107
P058,황오바오,P066,연화,7,478
P058,황오바오,P067,yesterday,15,1130
P058,황오바오,P068,진수성찬,21,1643
P058,황오바오,P069,베이글베이글러,18,1423
P058,황오바오,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),12,919
P058,황오바오,P071,경주 교촌마을,21,1629
P058,황오바오,P072,경주 황리단길,11,844
P058,황오바오,P073,경주 계림,19,1442
P058,황오바오,P074,월정교,25,1946
P058,황오바오,P075,경주읍성,10,748
P058,황오바오,P076,경주 첨성대,15,1178
P059,시간의 여백,P060,리커피하우스,3,206
P059,시간의 여백,P061,로라커피,10,768
P059,시간의 여백,P062,소담루,6,430
P059,시간의 여백,P063,위주,5,370
P059,시간의 여백,P064,크루그,3,210
P059,시간의 여백,P065,나봉상점 경주점,9,727
P059,시간의 여백,P066,연화,15,1076
P059,시간의 여백,P067,yesterday,23,1729
P059,시간의 여백,P068,진수성찬,24,1858
P059,시간의 여백,P069,베이글베이글러,20,1564
P059,시간의 여백,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),20,1590
P059,시간의 여백,P071,경주 교촌마을,24,1844
P059,시간의 여백,P072,경주 황리단길,10,740
P059,시간의 여백,P073,경주 계림,25,1891
P059,시간의 여백,P074,월정교,28,2161
P059,시간의 여백,P075,경주읍성,11,815
P059,시간의 여백,P076,경주 첨성대,21,1628
P060,리커피하우스,P061,로라커피,11,846
P060,리커피하우스,P062,소담루,8,572
P060,리커피하우스,P063,위주,7,511
P060,리커피하우스,P064,크루그,5,351
P060,리커피하우스,P065,나봉상점 경주점,7,521
P060,리커피하우스,P066,연화,12,892
P060,리커피하우스,P067,yesterday,20,1545
P060,리커피하우스,P068,진수성찬,24,1884
P060,리커피하우스,P069,베이글베이글러,19,1422
P060,리커피하우스,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),18,1380
P060,리커피하우스,P071,경주 교촌마을,24,1869
P060,리커피하우스,P072,경주 황리단길,8,597
P060,리커피하우스,P073,경주 계림,22,1683
P060,리커피하우스,P074,월정교,28,2187
P060,리커피하우스,P075,경주읍성,12,892
P060,리커피하우스,P076,경주 첨성대,18,1419
P061,로라커피,P062,소담루,6,447
P061,로라커피,P063,위주,8,609
P061,로라커피,P064,크루그,8,596
P061,로라커피,P065,나봉상점 경주점,10,764
P061,로라커피,P066,연화,15,1115
P061,로라커피,P067,yesterday,17,1238
P062,소담루,P063,위주,2,162
P062,소담루,P064,크루그,3,244
P062,소담루,P065,나봉상점 경주점,14,1090
P062,소담루,P066,연화,19,1418
P062,소담루,P067,yesterday,22,1590
P063,위주,P064,크루그,2,183
P063,위주,P065,나봉상점 경주점,14,1029
P063,위주,P066,연화,19,1357
P063,위주,P067,yesterday,27,2009
P064,크루그,P065,나봉상점 경주점,12,869
P064,크루그,P066,연화,16,1197
P064,크루그,P067,yesterday,25,1850
P065,나봉상점 경주점,P066,연화,6,389
P065,나봉상점 경주점,P067,yesterday,14,1042
P066,연화,P067,yesterday,8,636
P068,진수성찬,P061,로라커피,28,2174
P068,진수성찬,P062,소담루,32,2445
P068,진수성찬,P063,위주,31,2384
P068,진수성찬,P064,크루그,29,2224
P068,진수성찬,P065,나봉상점 경주점,22,1750
P068,진수성찬,P066,연화,26,1938
P068,진수성찬,P067,yesterday,31,2327
P068,진수성찬,P069,베이글베이글러,4,294
P068,진수성찬,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),14,1053
P068,진수성찬,P071,경주 교촌마을,3,222
P068,진수성찬,P072,경주 황리단길,15,1153
P068,진수성찬,P073,경주 계림,9,648
P068,진수성찬,P074,월정교,7,539
P068,진수성찬,P075,경주읍성,29,2221
P068,진수성찬,P076,경주 첨성대,13,992
P069,베이글베이글러,P061,로라커피,25,1954
P069,베이글베이글러,P062,소담루,26,1930
P069,베이글베이글러,P063,위주,25,1869
P069,베이글베이글러,P064,크루그,23,1709
P069,베이글베이글러,P065,나봉상점 경주점,19,1529
P069,베이글베이글러,P066,연화,23,1718
P069,베이글베이글러,P067,yesterday,28,2107
P069,베이글베이글러,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),11,833
P069,베이글베이글러,P071,경주 교촌마을,4,280
P069,베이글베이글러,P072,경주 황리단길,11,860
P069,베이글베이글러,P073,경주 계림,10,784
P069,베이글베이글러,P074,월정교,8,597
P069,베이글베이글러,P075,경주읍성,26,2001
P069,베이글베이글러,P076,경주 첨성대,10,772
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P061,로라커피,23,1602
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P062,소담루,27,1927
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P063,위주,26,1867
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P064,크루그,24,1707
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P065,나봉상점 경주점,12,876
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P066,연화,13,1012
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P067,yesterday,17,1274
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P071,경주 교촌마을,13,1038
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P072,경주 황리단길,16,1254
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P073,경주 계림,8,587
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P074,월정교,17,1356
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P075,경주읍성,23,1649
P070,경주 핑크뮬리(경주 핑크뮬리 군락지),P076,경주 첨성대,4,323
P071,경주 교촌마을,P061,로라커피,28,2160
P071,경주 교촌마을,P062,소담루,32,2431
P071,경주 교촌마을,P063,위주,31,2370
P071,경주 교촌마을,P064,크루그,29,2210
P071,경주 교촌마을,P065,나봉상점 경주점,22,1735
P071,경주 교촌마을,P066,연화,26,1924
P071,경주 교촌마을,P067,yesterday,30,2313
P071,경주 교촌마을,P072,경주 황리단길,15,1139
P071,경주 교촌마을,P073,경주 계림,8,574
P071,경주 교촌마을,P074,월정교,5,373
P071,경주 교촌마을,P075,경주읍성,29,2207
P071,경주 교촌마을,P076,경주 첨성대,11,807
P072,경주 황리단길,P061,로라커피,18,1339
P072,경주 황리단길,P062,소담루,15,1105
P072,경주 황리단길,P063,위주,14,1044
P072,경주 황리단길,P064,크루그,12,885
P072,경주 황리단길,P065,나봉상점 경주점,13,950
P072,경주 황리단길,P066,연화,19,1328
P072,경주 황리단길,P067,yesterday,27,1980
P072,경주 황리단길,P073,경주 계림,18,1343
P072,경주 황리단길,P074,월정교,19,1456
P072,경주 황리단길,P075,경주읍성,19,1386
P072,경주 황리단길,P076,경주 첨성대,14,1079
P073,경주 계림,P061,로라커피,26,1973
P073,경주 계림,P062,소담루,30,2244
P073,경주 계림,P063,위주,29,2183
P073,경주 계림,P064,크루그,27,2023
P073,경주 계림,P065,나봉상점 경주점,20,1412
P073,경주 계림,P066,연화,21,1548
P073,경주 계림,P067,yesterday,23,1716
P073,경주 계림,P074,월정교,12,939
P073,경주 계림,P075,경주읍성,27,2020
P073,경주 계림,P076,경주 첨성대,4,285
P074,월정교,P061,로라커피,32,2477
P074,월정교,P062,소담루,36,2748
P074,월정교,P063,위주,35,2687
P074,월정교,P064,크루그,33,2527
P074,월정교,P065,나봉상점 경주점,26,2052
P074,월정교,P066,연화,30,2242
P074,월정교,P067,yesterday,34,2630
P074,월정교,P075,경주읍성,33,2524
P074,월정교,P076,경주 첨성대,16,1173
P075,경주읍성,P061,로라커피,1,71
P075,경주읍성,P062,소담루,6,423
P075,경주읍성,P063,위주,8,585
P075,경주읍성,P064,크루그,8,643
P075,경주읍성,P065,나봉상점 경주점,11,811
P075,경주읍성,P066,연화,15,1162
P075,경주읍성,P067,yesterday,16,1192
P075,경주읍성,P076,경주 첨성대,23,1757
P076,경주 첨성대,P061,로라커피,22,1710
P076,경주 첨성대,P062,소담루,26,1981
P076,경주 첨성대,P063,위주,25,1920
P076,경주 첨성대,P064,크루그,23,1760
P076,경주 첨성대,P065,나봉상점 경주점,16,1148
P076,경주 첨성대,P066,연화,17,1284
P076,경주 첨성대,P067,yesterday,20,1507
P077,파도소리길,P001,황리단길(출발지),,
P077,파도소리길,P002,금리단길(출발지),,
P077,파도소리길,P003,첨성대(출발지),,
P077,파도소리길,P004,교촌마을(출발지),,
P077,파도소리길,P005,987피자,,
P077,파도소리길,P006,료미,,
P077,파도소리길,P007,백년손님,,
P077,파도소리길,P008,백조식당,,
P077,파도소리길,P009,줄리스,,
P077,파도소리길,P010,포롱아밀 황남점,,
P077,파도소리길,P011,화양연화,,
P077,파도소리길,P012,료코,,
P077,파도소리길,P013,황남두꺼비식당 황남본점,,
P077,파도소리길,P014,피자옥,,
P077,파도소리길,P015,범외양간 황리단길본점,,
P077,파도소리길,P016,경주황소곱창 황리단길본점,,
P077,파도소리길,P017,메종드문,,
P077,파도소리길,P018,풍미갈비찜,,
P077,파도소리길,P019,황남갈비,,
P077,파도소리길,P020,타베르나,,
P077,파도소리길,P021,소나무 황리단길본점,,
P077,파도소리길,P022,오칼국수,,
P077,파도소리길,P023,황남거북이,,
P077,파도소리길,P024,그때그소간지,,
P077,파도소리길,P025,짚불함박,,
P077,파도소리길,P026,향밀,,
P077,파도소리길,P027,체크인치즈 황리단길점,,
P077,파도소리길,P028,황남역,,
P077,파도소리길,P029,황남양옥,,
P077,파도소리길,P030,대릉소반,,
P077,파도소리길,P031,미포기사식당,,
P077,파도소리길,P032,황리화덕가,,
P077,파도소리길,P033,향택 경주,,
P077,파도소리길,P034,무궁무진,,
P077,파도소리길,P035,노키,,
P077,파도소리길,P036,마카다,,
P077,파도소리길,P037,황리단 치킨,,
P077,파도소리길,P038,담요 따뜻한 손길,,
P077,파도소리길,P039,스컹크웍스,,
P077,파도소리길,P040,굿즈,,
P077,파도소리길,P041,샬로우커피 황리단길점,,
P077,파도소리길,P042,데어벤치,,
P077,파도소리길,P043,스위피,,
P077,파도소리길,P044,아르떼,,
P077,파도소리길,P045,키도트,,
P077,파도소리길,P046,후프후프,,
P077,파도소리길,P047,올리브,,
P077,파도소리길,P048,양지다방,,
P077,파도소리길,P049,미실카페,,
P077,파도소리길,P050,햇오프커피,,
P077,파도소리길,P051,비화커피,,
P077,파도소리길,P052,오버랩,,
P077,파도소리길,P053,주돈,,
P077,파도소리길,P054,서울뒷고기막창,,
P077,파도소리길,P055,옐라,,
P077,파도소리길,P056,대호당,,
P077,파도소리길,P057,사계돈,,
P077,파도소리길,P058,황오바오,,
P077,파도소리길,P059,시간의 여백,,
P077,파도소리길,P060,리커피하우스,,
P077,파도소리길,P061,로라커피,,
P077,파도소리길,P062,소담루,,
P077,파도소리길,P063,위주,,
P077,파도소리길,P064,크루그,,
P077,파도소리길,P065,나봉상점 경주점,,
P077,파도소리길,P066,연화,,
P077,파도소리길,P067,yesterday,,
P077,파도소리길,P068,진수성찬,,
P077,파도소리길,P069,베이글베이글러,,
P077,파도소리길,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P077,파도소리길,P071,경주 교촌마을,,
P077,파도소리길,P072,경주 황리단길,,
P077,파도소리길,P073,경주 계림,,
P077,파도소리길,P074,월정교,,
P077,파도소리길,P075,경주읍성,,
P077,파도소리길,P076,경주 첨성대,,
P077,파도소리길,P078,빛누리정원,,
P077,파도소리길,P079,경주 불국사 [유네스코 세계유산],,
P077,파도소리길,P080,황성공원,,
P077,파도소리길,P081,경주 보문관광단지,,
P077,파도소리길,P082,화랑의 언덕,,
P077,파도소리길,P083,나정고운모래해변,,
P077,파도소리길,P084,보문호,,
P077,파도소리길,P085,감포항,,
P077,파도소리길,P086,국민힐링파크,,
P077,파도소리길,P087,경주 서출지,,
P077,파도소리길,P088,경주엑스포대공원,,
P077,파도소리길,P089,보문정(경주),,
P077,파도소리길,P090,신라왕경숲,,
P077,파도소리길,P091,경주 문무대왕릉,,
P078,빛누리정원,P001,황리단길(출발지),,
P078,빛누리정원,P002,금리단길(출발지),,
P078,빛누리정원,P003,첨성대(출발지),,
P078,빛누리정원,P004,교촌마을(출발지),,
P078,빛누리정원,P005,987피자,,
P078,빛누리정원,P006,료미,,
P078,빛누리정원,P007,백년손님,,
P078,빛누리정원,P008,백조식당,,
P078,빛누리정원,P009,줄리스,,
P078,빛누리정원,P010,포롱아밀 황남점,,
P078,빛누리정원,P011,화양연화,,
P078,빛누리정원,P012,료코,,
P078,빛누리정원,P013,황남두꺼비식당 황남본점,,
P078,빛누리정원,P014,피자옥,,
P078,빛누리정원,P015,범외양간 황리단길본점,,
P078,빛누리정원,P016,경주황소곱창 황리단길본점,,
P078,빛누리정원,P017,메종드문,,
P078,빛누리정원,P018,풍미갈비찜,,
P078,빛누리정원,P019,황남갈비,,
P078,빛누리정원,P020,타베르나,,
P078,빛누리정원,P021,소나무 황리단길본점,,
P078,빛누리정원,P022,오칼국수,,
P078,빛누리정원,P023,황남거북이,,
P078,빛누리정원,P024,그때그소간지,,
P078,빛누리정원,P025,짚불함박,,
P078,빛누리정원,P026,향밀,,
P078,빛누리정원,P027,체크인치즈 황리단길점,,
P078,빛누리정원,P028,황남역,,
P078,빛누리정원,P029,황남양옥,,
P078,빛누리정원,P030,대릉소반,,
P078,빛누리정원,P031,미포기사식당,,
P078,빛누리정원,P032,황리화덕가,,
P078,빛누리정원,P033,향택 경주,,
P078,빛누리정원,P034,무궁무진,,
P078,빛누리정원,P035,노키,,
P078,빛누리정원,P036,마카다,,
P078,빛누리정원,P037,황리단 치킨,,
P078,빛누리정원,P038,담요 따뜻한 손길,,
P078,빛누리정원,P039,스컹크웍스,,
P078,빛누리정원,P040,굿즈,,
P078,빛누리정원,P041,샬로우커피 황리단길점,,
P078,빛누리정원,P042,데어벤치,,
P078,빛누리정원,P043,스위피,,
P078,빛누리정원,P044,아르떼,,
P078,빛누리정원,P045,키도트,,
P078,빛누리정원,P046,후프후프,,
P078,빛누리정원,P047,올리브,,
P078,빛누리정원,P048,양지다방,,
P078,빛누리정원,P049,미실카페,,
P078,빛누리정원,P050,햇오프커피,,
P078,빛누리정원,P051,비화커피,,
P078,빛누리정원,P052,오버랩,,
P078,빛누리정원,P053,주돈,,
P078,빛누리정원,P054,서울뒷고기막창,,
P078,빛누리정원,P055,옐라,,
P078,빛누리정원,P056,대호당,,
P078,빛누리정원,P057,사계돈,,
P078,빛누리정원,P058,황오바오,,
P078,빛누리정원,P059,시간의 여백,,
P078,빛누리정원,P060,리커피하우스,,
P078,빛누리정원,P061,로라커피,,
P078,빛누리정원,P062,소담루,,
P078,빛누리정원,P063,위주,,
P078,빛누리정원,P064,크루그,,
P078,빛누리정원,P065,나봉상점 경주점,,
P078,빛누리정원,P066,연화,,
P078,빛누리정원,P067,yesterday,,
P078,빛누리정원,P068,진수성찬,,
P078,빛누리정원,P069,베이글베이글러,,
P078,빛누리정원,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),,
P078,빛누리정원,P071,경주 교촌마을,,
P078,빛누리정원,P072,경주 황리단길,,
P078,빛누리정원,P073,경주 계림,,
P078,빛누리정원,P074,월정교,,
P078,빛누리정원,P075,경주읍성,,
P078,빛누리정원,P076,경주 첨성대,,
P078,빛누리정원,P079,경주 불국사 [유네스코 세계유산],,
